ad_id,district,khoroo,mylocation,office_name,price,area,price_m2,progress_cons,title,ad_text,clean_coords,url,date,time
8849808,Чингэлтэй,2,"40, 50 мянгат",,510,68,7.5,Ашиглалтад орсон,"Avenue residence-д 68,13мкв үйлчилгээний талбай","Чд 2-р хороо нарантуул зочид буудлын зүүн талд ""А"" зэрэглэлийн ""Avenue residence""-д 68,13 мкв оффис, үйлчилгээний талбай худалдана.
⚜️давуу талууд
✅Хотын А зэрэглэлийн үнэ цэнтэй байршил
✅Хотын өнгө төрхийг тольдох үзэмжит харууц
✅Тав тух, орон зай, архитектурын зөв төлөвлөлт
✅Ухаалаг байгууламжийн нэгдсэн систем
✅24 цагийн харуул хамгаалалт",47.917773 106.898907,https://www.unegui.mn/adv/8849808_offis-bolon-khudaldaa-uilchilgeegeer-ashiglakh-bolomzhtoi-talbai-khudaldana/?p=9,6/10/2025,13:41
9353514,Сүхбаатар,,Дөлгөөн нуур,Pro One serviced office center,272,68,4,Ашиглалтад орсон,Pro one center-н 14 давхарт 67.95мкв оффис,Pro one center-н 14 давхарт 67.95мкв оффис зарна. Бүрэн засвар хийсэн. Шилэн тасалгаагаар 2 тусдаа нийтдээ 3 өрөөтэй. Дотроо 00-н өрөөтэй. Жич: үнийг ярилцаж тохиролцож болно.,47.929336 106.913516,https://www.unegui.mn/adv/9353514_offis-zarna/?p=9,6/10/2025,13:37
9387437,Сүхбаатар,1,Талбай,,5780,559,10.34,Ашиглалтад орсон,Сб талбайн хажууд 559м2 оффис талбай,"СБ талбайн хажууд 559 м2 оффис талбай худалдана.
/3 давхараар гарах боломжтой/
Банкны хөнгөлттэй зээлэнд хамруулах боломжтой.
/Жилийн 13,20-14,20% 84-180 сар хүртэл, урьдчилгаа 30 хувиас дээш/",47.912432 106.921754,https://www.unegui.mn/adv/9387437_sb-talbain-khazhuud-559m2-offis-talbai/?p=9,6/10/2025,12:49
9035322,Сүхбаатар,1,Талбай,Seoul plaza,7440.68,698,10.66,Ашиглалтад орсон,Хотын төв Seoul plaza-д талбай,"📍Хүүхдийн’100 Seoul Plaza -д 698 мк талбай худалдана.
Жижгээр байж болно.
• Оффис, Худалдаа, Үйлчилгээ, Сүлжээ Ресторан, ВИП Салон, Эмнэлэг г.м бүх төрлөөр үйл ажиллагаа явуулах боломжтой.
• Төлбөрийн таатай нөхцөлтэй.",47.912432 106.921754,https://www.unegui.mn/adv/9035322_khotbn-tov-seoul-plaza-d-talbai/?p=9,6/10/2025,12:46
9228839,Хан-Уул,,Зайсан хойно,N tower,2350,261,9,Ашиглалтад орсон,Худ удирдалгын академи titan tower-т 261 мкв оффис,"📍#Зайсан #зайсаноргил ""титан товер""-т оффис, үйлчилгээ зарна.
🔑үнэ: 9сая нийт|🔑2,349,000,000төгрөг
- 261 мкв
Худ, 17 хороо, удирдлагын академийн баруун байрлалтай баясгалантай дэлхий эмнэлэгийн хашаанд төв зам дагуу шинээр баригдаж байгаа титан товер-т бүх төрлийн үйл ажиллагаа явуулах боломжтой үйлчилгээний талбай зарна.
✅цонхны байршил: урагшаа, зүүн
✅хуваалт хийх боломжтой
#фитнес
#эмнэлэг
#үйлчилгээ
#балет
#оффис
#оффисийнталбай
#банк
#ресторан
#лаунж
Бүх төрлийн оффис, үйлчилгээ
-усны оролттой тул ресторан, иога,балет, банк, худалдаа",47.897313 106.91261,https://www.unegui.mn/adv/9228839_khud-udirdalgyn-akademi-titan-tower-t-261-mkv-offis-khudaldana/?p=9,6/10/2025,11:56
9431453,Хан-Уул,19,Зайсан,,220,95,2.32,Ашиглалтад орсон,"Зайсанд 94мкв оффис, агуулах, студиэр ашиглах талбай","ХУД, 19-р хороо, Б1 давхарын 94.15мкв, агуулахын зориулалттай
-Дууны студи-ээр ашиглаж байсан
-Оффис болон агуулахаар ашиглах боломжтой
-Б1 давхарт байрлалтай
-94.15мкв 5 өрөө болгон хуваасан
- Шинэ зуун билэг сургуулийн зүүн талд, Bluefin Sushi рестораны баруун талд байрлалтай.",47.8958093902422 106.901444426107,https://www.unegui.mn/adv/9431453_zaisand-94mkv-offis-aguulakh-studier-ashiglakh-bolomzhtoi/?p=9,6/10/2025,11:52
9398398,Хан-Уул,,Мишээл,Misheel city ,365,56,6.52,Ашиглалтад орсон,Мишээл ситид оффис 56.21мк талбай,"Мишээл сити (𝐌𝐢𝐬𝐡𝐞𝐞𝐥 𝐜𝐢𝐭𝐲 𝐨𝐟𝐟𝐢𝐜𝐞) оффис талбай худалдана.
-56.21 мкв
-19/17 давхарт
-Баруун харсан цонхтой
-Засалгүй саарлаараа
-Гэрчилгээ гарахад бэлэн
-Үнэ: Мкв-6.5сая | 366 сая
Байршил: ХУД Мишээл expo зүүн талд Мишээл сити оффис.
Засалаа хийгээд шууд орж болно",47.891921 106.887409,https://www.unegui.mn/adv/9398398_misheel-sitid-zhizhig-khemzheetei-offis-talbai/?p=9,6/10/2025,10:59
9224042,Сүхбаатар,,Хүүхдийн 100,Seoul plaza,75,14,5.36,Ашиглалтад орсон,Seoul plaza -д 14.48м2 оффисын өрөө,"Seoul Plaza -д 14.48м2 оффисын өрөө худалдана.
-     7 давхарт
-     Цонхгүй
-     Үнэ: 75сая/м2-5.2сая, бартерт он залуу Alphard сонсоно/.",47.9131348714244 106.902142765518,https://www.unegui.mn/adv/9224042_seoul-plaza-d-14-48m2-offisyn-oroo-khudaldana/?p=9,6/10/2025,10:19
9278324,Сүхбаатар,1,Талбай,Lux center,1340,200,6.7,Ашиглалтад орсон,Хотын төв lux center-т 200мкв оффис,"Хотын ААА+ бүс болох багшийн дээдийн урд 103-ын хойно ""LUX CENTER"" 200мкв 4 өрөө дулаан зогсоолын хамт худалдана
💎Оффисоор ашиглах боломжтой ( оффисын ширээ сандал суурьлуулсан)
💎3 унтлагын өрөө, 3 АЦӨ, 1 угаалгын өрөөтэй
💎16/14 давхарт УЛААНБААТАР хотыг тольдон харах урагшаа, зүүн хойшоо харсан цэлгэр том цонхуудтай
💎Давхартаа 2 айлтай, үүдэндээ харуул хамгаалалттай нам гүн орчинтой
Доороо 1 машины дулаан зогсоолтой",47.912432 106.921754,https://www.unegui.mn/adv/9278324_khotyn-tov-lux-center-offis/?p=9,6/10/2025,10:08
7411288,Сүхбаатар,,Дөлгөөн нуур,Metro business center,1215,270,4.5,Ашиглалтад орсон,Метро моллын ард metro business center-т 270мкв оффис,"Хотын төвд Метромоллын зэргэлдээ Metro business center-т 270мкв оффис.
Урсгал зардал бага
Үнэ тохирно.",47.9264199716145 106.915377110215,https://www.unegui.mn/adv/7411288_metromollyn-ard-metro-business-center-t-270mkv-offis/?p=9,6/10/2025,10:07
9213869,Хан-Уул,,Зайсан хойно,,2200,320,6.88,Ашиглалтад орсон,"Удирдлагын академийн чанх ард 320 мкв оффис, үйлчилгээний талбай","Удирдлагын академийн чанх ард 320 мкв оффис, үйлчилгээний талбай худалдана
Худалдах үнэ: 2,2 тэрбум
▫️ 2 давхар | Урагшаа, баруун харсан
▫️ Оффис, сургалт, үйлчилгээгээр ашиглахад тохиромжтой
▫️ Зам дагуу, байршил сайтай
▫️ 10 өрөөний хуваалттай, ариун цэврийн өрөөтэй",47.897313 106.91261,https://www.unegui.mn/adv/9213869_udirdlagyn-akademiin-chankh-ard-320-mkv-offis-uilchilgeenii-talbai/?p=9,6/10/2025,9:50
9006888,Сүхбаатар,8,11-р хороолол,River Castle Business Apartment,1200,200,6,Ашиглалтад орсон,Хотын төвд 200 мкв оффис талбай,"Хотын төвд Сансрын Имарт-н баруун талд шинэ бизнес зэрэглэлийн орон сууц, үйлчилгээний төв болох
👉River castle хотхонд 200,8 мкв оффис, үйлчилгээний талбай худалдана.
Нийт үнэ: 1 тэрбум 204 сая
1 мкв үнэ: 5,990,000 төг
Төлбөрийн нөхцөлд бартер сонсоно.
🖇3 давхарт 200.8 мкв үйлчилгээний талбай",47.921494 106.92484,https://www.unegui.mn/adv/9006888_khotyn-tovd-shine-biznes-zeregleliin-oron-suutsand-200-mkv-offis-talbai/?p=9,6/10/2025,9:49
9278502,Сонгинохайрхан,29,Москва,Москва төв,700,200,3.5,Ашиглалтад орсон,Cхд 29 хороо капитал центер оффис 200мк талбай,Схд 29 хороо төв зам дагуу капитал центр хуучинаар москва төвийн 2 давхарт 200мкв одоогоор банк бус ажиллаж байгаа оффис болон бусад төрлөөр ашиглах боломжтой нийт 4 өрөөтэй байр зарна. Мөн урьдчилгаа өгөөд лизингээр авах боломжтой. / бартер оролцуулж болно /,47.912671 106.824749,https://www.unegui.mn/adv/9278502_offis-zarna-barter-oroltsuulzh-bolno/?p=9,6/10/2025,9:29
9377831,Баянзүрх,26,Цэцэрлэгт хүрээлэн,Himchan center,500,77,6.49,Ашиглалтад орсон,Бзд 26 хороо 76 мкв оффис талбай,"✅БЗД 26р хороо, төв зам дагуу Химчан центрт оффис 77 мкв үйлчилгээний талбай худалдана.
Байршил: Crystal Town,
Баян Монгол хотхоны урд талд
төв зам дагуу, автобусны буудлын хажууд, хүн амын нягтрал ихтэй",47.903294 106.948778,https://www.unegui.mn/adv/9377831_bzd-26-khoroo-76-mkv-offis-talbai/?p=9,6/10/2025,9:24
9381008,Баянзүрх,,Олимп хотхон,Paradise plaza,864.5,133,6.5,Ашиглалтад орсон,"БЗД, 26-р хороо Paradise Plaza-д 133 мкв оффис талбай","✅Баянмонгол хороололд
Paradise Plaza-д 133 мкв Үйлчилгээ, оффисын талбай худалдана.
✅2024 онд ашиглалтад орсон Баянмонгол хорооллын урд
(Олимп болон Elizabeth хотхонуудын дунд)
Төлбөрийн нөхцөл уян хатан:
✔️ Бэлэн, банкны зээл
✔️ Бартер сонсоно
✔️ Банкны зээлийг ажлын 3 хоногт гаргаж өгнө",47.904256 106.93068,https://www.unegui.mn/adv/9381008_bzd-26-khoroo-130-mkv-offis-talbai/?p=9,6/10/2025,9:22
9394812,Баянзүрх,,13-р хороолол,Seoul business center,330,56,5.89,Ашиглалтад орсон,Бзд 1-р хороо seoulbusinesscenter 53.56мкв оффис үйлчилгээ,"📍БЗД 1-р хороо #SEOULBUSINESSCENTER-т 53.56мкв 2 өрөө бүхий оффис үйлчилгээний талбай худалдана.
✔️8/5давхарт
✔️Урагшаа харсан 2 цонхтой
✔️Хотын төвд
✔️Гоо сайхан орох боломжтой",47.913249 106.938278,https://www.unegui.mn/adv/9394812_bzd-1-r-khoroo-seoulbusinesscenter-53-56mkv-2-oroo-bukhii-offis-uilchilgee/?p=9,6/10/2025,9:19
9395954,Хан-Уул,,Зайсан,,280.8,37,7.59,Ашиглалтад орсон,Худ 11-р хороо sevenstar shopping mall-д 2 давхарт 37.44мкв үйлчилгээний талбай,"✅ХУД 11-р хороо Sevenstar shopping mall-д 2 давхарт 37.44мкв үйлчилгээний талбай худалдана.
💸1мкв үнэ:7.5сая
✅Гэрчилгээ бэлэн",47.884314 106.915418,https://www.unegui.mn/adv/9395954_khud-11-r-khoroo-sevenstar-shopping-mall-d-2-davkhart-37-44mkv-uilchilgeenii-talbai/?p=9,6/10/2025,8:45
9276037,Хан-Уул,,120 мянгат,,640,74,8.65,Ашиглалтад орсон,120 мянгат Парк гарден 74м2 байр,"FOR SALE: Парк гарден
Academy 2 хотхоны ард, цэнгэлдэх урд .
74.78м² талбайтай 2 өрөө байр .
16|1давхарт|мкв-8,5сая |💰Үнэ:640сая
- Гэрчилгээ бэлэн/ орон сууцаар
- Хойшоо харсан 2 том цонхтой /гадагшаа хаалгагүй
- Гоо сайхан, сургалтын төв,өдөр өнжүүлэх, оффис оор ашиглах боломжтой.
- Тааз өндөртэй 4.10м
- Төлбрын нөхцөл: бэлэн, банкаар
Үнэ: 640,000,000₮
Агент: Khandaa",47.901399 106.910038,https://www.unegui.mn/adv/9276037_120-miangat-park-garden/?p=9,6/10/2025,8:17
9168192,Чингэлтэй,5,5-р сургууль,Tasgan tower,216,39,5.54,Ашиглалтад ороогүй,Тасган тауэрт 39.14 мкв оффис,"TASGAN TOWER БИЗНЕС ЦЕНТР оффисын талбай маш хямд худалдана.
▫️Оффис дотроо ариун цэврийн өрөө болон цай кофены хэсэг шийдэж өгсөн.
▫️Талбайн хэмжээ: 39.14 м2
▫️8 давхарт
▫️4-р сард ашиглалтад орно
Байршил: ЧД, Нисдэг машин төвийн хажууд",47.92397 106.902687,https://www.unegui.mn/adv/9168192_tasgan-tauert-39-14-mkv-offis/?p=9,6/10/2025,6:56
8593343,Чингэлтэй,,Баянбүрд,Tasgan tower,184,33,5.58,Ашиглалтад ороогүй,Тасган тауэрт 33.44 мкв оффис,"""Tasgan tower"" бизнес центрт борлуулалтаас хямд оффис худалдана.
▫️Оффис бүрт ариун цэврийн өрөө болон цай кофены хэсэг шийдэж өгсөн.
▫️8 давхарт
▫️ 350 дулаан зогсоол + 150 гадаа зогсоолтой
▫️ 2025 оны 2-р улиралд ашиглалтанд орно
Үнэ: 184 сая /доод үнэ/",47.928945 106.906205,https://www.unegui.mn/adv/8593343_baianburd-tasgan-tauert-offis-khudaldana/?p=9,6/10/2025,6:54
9156339,Сүхбаатар,1,Талбай,Gerege tower,3600,477,7.55,Ашиглалтад орсон,Gerege tower-т давхар бүтнээрээ оффис,"🌱СБД 1-р хороо, “GEREGE TOWER”
-т давхар бүтнээрээ 477 мкв оффис ,үйлчилгээний талбай худалдана.
Үнэ:Мкв 7,500,000₮ | 3.6 тэрбум
Дээгүүр давхарт
▪️Нийт 476.7 / бүтэн давхараараа /
📍Байршил: Энхтайваны гүүр, Нарангийн баруун талд",47.912432 106.921754,https://www.unegui.mn/adv/9156339_gerege-tower-t-davkhar-butneeree-offis-khudaldana/?p=9,6/10/2025,0:47
9273764,Сүхбаатар,,Талбай,Lux center,1300,183,7.1,Ашиглалтад орсон,Багшийн дээдийн урд 103 хойно lux center 183мкв 4 өрөө байр оффис,"Хотын ААА+ бүс болох багшийн дээдийн урд 103 хойно ""LUX CENTER"" 183мкв 4 өрөө дулаан зогсоолын хамт худалдана
💎Оффисоор ашиглах боломжтой ( оффисын ширээ сандал суурьлуулсан)
💎3 унтлагын өрөө, 3 АЦӨ, 1 угаалгын өрөөтэй
💎16/14 давхарт УЛААНБААТАР хотыг тольдон харах урагшаа, зүүн хойшоо харсан цэлгэр том цонхуудтай
💎Давхартаа 2 айлтай, үүдэндээ харуул хамгаалалттай нам гүн орчинтой
мкв-7,000,000₮
нийт 1,300,000,000₮
Доороо 1 машины дулаан зогсоолтой",47.9181898255002 106.924612410473,https://www.unegui.mn/adv/9273764_bagshiin-deediin-urd-103-khoino-lux-center-183mkv-4-oroo-bair-offis-khudaldana/?p=9,6/9/2025,23:00
9430346,Сүхбаатар,1,Талбай,Soyombo tower,1270,132,9.62,Ашиглалтад орсон,Хотын төв ааа бүс соёмбо тауэрт 132 мкв талбай,"📌хотын төв ааа бүс соёмбо тауэрт 132 мкв талбай оффис/үйлчилгээний зориулалтаар худалдана.
- 11 давхарт
- 4 өрөө | 2 а.ц өрөө
- баруун урагш харсан
- 2 дулаан зогсоолтой (үнэ тусдаа)
Мкв үнэ: 9.6 сая₮",47.912432 106.921754,https://www.unegui.mn/adv/9430346_khotyn-tov-aaa-bus-soiombo-tauert-132-mkv-khudaldana-for-sale/?p=9,6/9/2025,22:49
8411374,Сүхбаатар,1,Талбай,,10000,545,18.35,Ашиглалтад орсон,Өндөр зэрэглэлийн оффис таурт,"📍Өндөр зэрэглэлийн оффис таурт өндөр давхарт, давхар бүтнээрээ оффис худалдана.
үнэ: 3.000.000$
нийт үнэ: 10.2 тэрбум
4 зүг торохгүй харах харууцтай
зах зээл дээр гарч ирдэггүй талбай",47.912432 106.921754,https://www.unegui.mn/adv/8411374_ondor-zeregleliin-offis-taurt/?p=9,6/9/2025,22:06
7949107,Сүхбаатар,1,Талбай,MERU tower,1118.25,105,10.65,Ашиглалтад орсон,Meru tower-т оффис талбай,"📍Талбайн урд талд Мерү таурт 105мк оффис талбай худалдана.
Өндөр давхарт урагшаа харсан байрлалтай
3 өрөөний хуваалттай",47.912432 106.921754,https://www.unegui.mn/adv/7949107_meru-tower-t-offis-talbai/?p=9,6/9/2025,22:05
8669758,Хан-Уул,,Мишээл,Misheel city ,394.4,58,6.8,Ашиглалтад орсон,Худ мisheel city m2-т 58мк оффис,"Мишээл экспо- Мишээл сити оффис, худалдаа үйлчилгээний цогцолборт 58мк оффис талбай худалдана.
14 давхарт байрлалтай
харсан цонхтой
үнэ мк нь 6.8сая₮
дотор заслаа хийгээд нүүж ороход бэлэн
3 блок 20 давхар оффис цогцолбор, худалдаа үйлчилгээний төвлөрсөн төв, Шэритон зочид буудал хажууд нь баригдана.
Борлуулалтын үнэ 8 саятай байгаа жижиг талбайтай өндөр давхарт байрлалтай оффисоо яаралтай хямд зарна.",47.891921 106.887409,https://www.unegui.mn/adv/8669758_misheel-city-m2-t-zhizhig-offis/?p=9,6/9/2025,22:05
7746427,Сүхбаатар,1,Талбай,,7000,800,8.75,Ашиглалтад орсон,Талбайн урд талд 800мк оффис,"📍Сүхбаатарын талбайн урд талд нэр хүнд бүхий оффис таурт давхар бүхэлдээ оффис талбай худалдана.
нийт хэмжээ: 800мк (хуваалт хийх боломжтой)
үнэ: мк нь 2500$ (зах зээлийн үнээс 800$ хямд)
Маш яаралтай зарах болсон тул зах зээлийн үнээс маш хямдаар өгнө.",47.912432 106.921754,https://www.unegui.mn/adv/7746427_talbain-urd-tald-offis/?p=9,6/9/2025,22:05
9430204,Хан-Уул,,Зайсан хойно,,2200,380,5.79,Ашиглалтад орсон,Удирдлагын академын хойд талд 380 м2 оффис талбай,"Удирдлагын академын замын чанх хойд талд 380м2 оффис болон сургалтын зориулалтаар ашиглах талбай зарна.
*5-н давхарын 2 давхарт
Хотын төвд маш ойрхон сайн байршилтай
* Бүх цонх том бөгөөд ургашаа харсан
* Бүх төрлийн чиглэлээр ашиглах боломжтой
* Дотор зохион байгуулалт сайтай",47.897313 106.91261,https://www.unegui.mn/adv/9430204_udirdlagyn-akademyn-khoid-tald-380m2-offis-talbai/?p=9,6/9/2025,21:53
9192684,Хан-Уул,,Мишээл,,1351,193,7,Ашиглалтад орсон,Талбай 193мкв,"✩ VENICE MALL-д ✩
ТАЛБАЙ ХУДАЛДАНА .
Байршил: 🔑 ХУД, Мишээл худалдааны төвийн зүүн талд Venice Mall-д
193мкв | оффис, үйлчилгээ хийх талбай.
💵 ҮНЭ : мкв 7 сая
▪︎ 3 давхарт
▪︎ Засал хийгдээгүй
▪︎ Төлбөрийн уян хатан нөхцөл ярилцана.
Нэмэлт Мэдээлэл:
Venice mall нь:
• 100 гаруй брэнд дэлгүүр
• 250 айлын орон сууцтай
• 150 авто машины зогсоолтой
• Мишээл төвийн цогцолбор хотхон юм.
▪︎ Office болон бусад төрлөөр ашиглаж болно.",47.891921 106.887409,https://www.unegui.mn/adv/9192684_talbai-khudaldana/?p=10,6/9/2025,20:43
9333510,Сүхбаатар,1,Талбай,Union Building,585,151,3.87,Ашиглалтад орсон,Нарны замд байрлах union building 150.69 мкв оффисын талбай,"📍Нарны замд байрлах ''ЮНИОН БЮЛДИНГ'' 150.69 м2 оффисын талбай худалдана.
Үнэ: 3.9 сая / м кв Нийт 585 сая
/ Бэлэн /
- Зүүн урагшаа харсан том цонхнуудтай,
- Уулзалтын болон оффис өрөө, том өрөө заал + Цайны өрөө
- Дотроо 00-той",47.912432 106.921754,https://www.unegui.mn/adv/9333510_narny-zamd-bairlakh-union-building-150-69-mkv-offisyn-talbai-khudaldana/?p=10,6/9/2025,20:32
9311120,Хан-Уул,,Яармаг,Belmonte tower,688,86,8,Ашиглалтад орсон,Яармаг Belmonte towert 85.76м2 оффис,"Яармаг Belmonte Towert 85.76м2 оффис худалдана.
М2 нь 8 сая,
50% хүртэл бартер сонсоно.
Дотроо одоогоор агуулахаар ашиглаж байгаа 00-той. 09-17 цагийн хооронд үзүүлэх боломжтой",47.872371 106.814446,https://www.unegui.mn/adv/9311120_iaarmag-belmonte-towert-85-76m2-offis-khudaldana/?p=10,6/9/2025,19:40
8863225,Хан-Уул,17,Зайсан хойно,,1100,194,5.67,Ашиглалтад орсон,Хурд рапид хотхонд оффис үйлчилгээний талбай,"💓Хан-уул дүүрэг, 15-р хороо,
Рапид харш хотхонд байрлалтай
5 давхар байрны 5 давхарт байрлах
Оффис, орон сууц, хувийн эмнэлэг болон үйлчилгээгээр ашиглаж болох 194м2 талбай худалдана.
Өмнө гадны гэр бүл пентхаус/ орон сууцаар амьдарч байсан, оффисын зориулалтаар гэрчилгээтэй!
1- Цэлгэр том өрөө
Гал тогооны хэсэг байгалийн марбли чулуугаар тохижуулсан
Хойшоо харсан шалнаас тааз хүрсэн цонхтой
Цонх нано хуулгатай учир гаднаасаа харагдахгүй
1 ариун цэврийн өрөө
1 агуулахын өрөө
2- дахь өрөө нь:
1 том өрөө
1 ариун цэврийн өрөө
1 агуулах/ хувцасны өрөө
Гадаанаа 4 машины хамгаалалтай зогсоолтой
Нэмэлтээр шалны халаалт,
Өөрийн халуун усны бойлуур,
Бүрэн камерын систем,
Цөөн айлтай 1 блок барилга
Лифт 4 давхар хүртэл явна
Доороо харуул хамгаалалтай
Харууц маш гоё
Хүн ам ихтэй хотхон дунд Ямар ч зориулалтаар ашиглаж болох талбай
Үнэ 1,2 тб-с ярилцана
Бартер 20% сонсоно.",47.8927222013864 106.923521825545,https://www.unegui.mn/adv/8863225_khurd-rapid-khotkhond-offis-uilchilgeenii-talbai-khudaldana/?p=10,6/9/2025,18:44
9025550,Чингэлтэй,,Баянбүрд,Tasgan tower,181.5,33,5.5,Ашиглалтад орсон,Чд тасган тауэрт оффис 33.44мк талбай,"🌱ЧД, 5-р хороо, Тасган тавуэрт 33.44 мкв оффис худалдана.
🔑ҮНЭ: 183,920,000₮ /1мкв-5.5 сая/
Нэмэлт мэдээлэл:
▪️33.44 мкв | 8 давхарт
▪️Цонх- баруун
▪️Дотроо ариун цэврийн өрөөтэй
Жич: 2ш оффис байгаа өөд өөдөөсөө харсан, ХУД 15-р хорооны 2 өрөө байраар бартердана",47.9278806292485 106.90571821241,https://www.unegui.mn/adv/9025550_tasgan-tovert-shine-offis-khudaldana/?p=10,6/9/2025,18:12
9022646,Хан-Уул,,Яармаг,,1730,205,8.44,Ашиглалтад орсон,Яармагт Шинэ хотын захиргааны урд ЯЗГУУРТАН тауэрын 13 давхарт 205м² оффис,"🔥 🔥 List 🔥 🔥
Яармагт Шинэ хотын захиргааны урд ЯЗГУУРТАН тауэрын 13 давхарт 205м² оффис худалдана. / Засалгүй/
Үнэ: 1.730.000.000
Бартерт ланд 200 300 570 болон DT түлш оролцуулж болно.",47.872371 106.814446,https://www.unegui.mn/adv/9022646_offis-talbai-khudldana-99505155/?p=10,6/9/2025,17:37
9197755,Сүхбаатар,,Хүүхдийн 100,Seoul plaza,3103.1,341,9.1,Ашиглалтад орсон,Seoul plaza-д 341.5мкв талбай,"📍Хүүхдийн 100, SEOUL PLAZA-д бүх чиглэлээр үйл ажиллагаа явуулах боломжтой 341.5мкв талбай худалдана.",47.9131348714244 106.902142765518,https://www.unegui.mn/adv/9197755_seoul-plaza-d-bukh-chigleleer-uil-azhillagaa-iavuulakh-bolomzhtoi-341-5mkv-talbai/?p=10,6/9/2025,17:13
9429150,Сүхбаатар,,Бага тойрог,,672,84,8,Ашиглалтад орсон,Төв шуудангийн баруун талд оффис 84м2,"🏣Хотын төвд офисын талбай худалдана.
Төв шуудангийн баруун талд 84 м2 офисын талбай худалдана.
Цонхны харууц маш гоё: урагшаа болон баруун",47.922769 106.917593,https://www.unegui.mn/adv/9429150_tov-shuudangiin-baruun-tald-ofis-khudaldana/?p=10,6/9/2025,16:59
9222241,Хан-Уул,,120 мянгат,Regis place,1770,177,10,Ашиглалтад орсон,Regis place-д 177 мкв дуплекс,"🌱ХУД 120, REGIS PLACE тансаг зэрэглэлийн орон сууц оффис хосолсрн барилгад 4 өрөө дуплекс оффисоор ашиглаж байсан орон сууц худалдана.
📌Мкв үнэ 10 сая / нийт үнэ 1.770 сая
▪️177.35 мкв 4 өрөө дуплекс
▪️Өрөө болгонд нэмэлтээр агааржуулалт буюу aircon суурьлуулсан
▪️Доод давхартаа ажилчдын хэсэг, хурлын өрөө, гал тогоо, угаалгын өрөө
▪️Дээд давхартаа захирлын өрөө, фитнес өрөө , саун, угаалгын өрөө
▪️17 давхарт
▪️Баруун харсан цонхтой храгдац маш гоё
▪️Оффис чиглэлээр ашиглаж байсан",47.901399 106.910038,https://www.unegui.mn/adv/9222241_regis-place-d-177-mkv-dupleks-khudaldana/?p=10,6/9/2025,16:22
9428953,Чингэлтэй,,Тэнгис,MN tower,988,130,7.6,Ашиглалтад орсон,Тэнгис кино театрын урд МН тауэрт 130 мкв оффисын талбай,"Тэнгис кино театрын урд МН тауэрт 130 мкв оффисын талбай худалдана.
Урагшаа болон баруун харууцтай",47.9229357794646 106.904755282749,https://www.unegui.mn/adv/9428953_tengis-kino-teatryn-urd-mn-tauert-130-mkv-offisyn-talbai-khudaldana/?p=10,6/9/2025,16:18
9263489,Хан-Уул,17,Зайсан хойно,River plaza,750,110,6.82,Ашиглалтад орсон,"Худ 17-р хороо хан хиллс хотхонд 110мкв оффис, үйлчилгээний талбай","📍ХУД,17-р хороо #Khanhills #Хан-Хиллс хотхонд 1 давхрын 110мкв оффис,үйлчилгээний талбай худалдана
- 1 давхарт 110мкв
- Урагшаа харсан цонхтой
- River Garden, River plaza, Time Square зэрэг худалдан авалт өндөр зэрэглэлийн хотхон дунд
- Гадна зогсоол сайтай
- Сургалт, цэцэрлэг, оффис, үйлчилгээ, эмнэлэг, салон үйл ажиллага тохиромжтой",47.8927222013864 106.923521825545,https://www.unegui.mn/adv/9263489_khud-17-r-khoroo-khan-khills-khotkhond-110mkv-offis-uilchilgeenii-talbai-tureeslene/?p=10,6/9/2025,16:01
9241588,Сүхбаатар,,11-р хороолол,,239.7,47,5.1,Ашиглалтад орсон,Хотын төвд оффис 47 мкв талбай,"🔹СБД, Ардын эрхийн хажууд зам дагуу автобусны буудлын дэргэд 47 мкв үйлчилгээний талбай худалдана.
▫️3 давхарт
▫️Урагшаа болон баруун харсан цонхнуудтай
▫️Эмнэлгээр ажиллаж байгаа бэлэн түрээслэгчтэй
Үнэ: 5,100,000₮
Нийт: 239’700’000₮",47.924962 106.927646,https://www.unegui.mn/adv/9241588_khotyn-tovd-offis-uilchilgeenii-talbai-khudaldana/?p=10,6/9/2025,15:16
9370586,Баянзүрх,,Сансар,,450,102,4.41,Ашиглалтад орсон,Рцнк-д оффис 102 мкв талбай,"ОФФИС ХУДАЛДАНА.
БЗД, 1-р хороо, 12-р хороолол, РЦНК-н хойно буюу Топ мебелийн баруун талд, зогсоол сайтай, урагш хойш харсан цонхтой, давхартаа дангаараа, 2а/ц өрөөтэй, оффис үйлчилгээний зориулалттай 102мкв талбайг мкв нь 4.6сая, нийт үнэ 450 саяд яаралтай худалдана (доод үнэ)",47.9263206971385 106.935366596526,https://www.unegui.mn/adv/9370586_rtsnk-d-offis-khudaldana/?p=10,6/9/2025,15:13
8220655,Хан-Уул,15,Зайсан хойно,Ceo office,747,125,5.98,Ашиглалтад орсон,Ceo office-н 4 давхарт 125мкв оффис,"Худ 15-р хороо, орчлон сургуулийн ард ceo оффисын 4 давхарт 124,5мкв оффис талбай 747 саяар худалдана.
Давуу талууд:
✅урьдчилгаа 350сая төлөөд банкны зээлээр авч болно
✅шинэ оффис
✅баруун харсан цэлгэр цонхтой
✅ариун цэврийн өрөө давхартаа байрлана
👏гал тогооны өрөө, захирлын өрөөтэй",47.900294 106.917729,https://www.unegui.mn/adv/8220655_time-tower-khotkhond-1-davkhryn-66mkv/?p=10,6/9/2025,14:44
